stock	accuracy
統一證	0.899628
官田鋼	0.899614
連宇	0.898496
佳大	0.896552
工信	0.895911
科嘉-KY	0.895131
大山	0.894340
上曜	0.894309
遠東銀	0.892193
新麗	0.889344
聯邦銀	0.888476
中環	0.888476
康那香	0.887597
益航	0.887160
合機	0.884793
國賓	0.884758
利華	0.883019
聯發	0.882129
味王	0.882075
零壹	0.881679
