stock	accuracy
億泰	0.899254
遠東銀	0.895911
新巨	0.893939
中環	0.892193
裕豐	0.891892
威盛	0.891129
連宇	0.890351
興農	0.888462
官田鋼	0.888060
首利	0.886364
鑫永銓	0.884758
台中銀	0.880597
互盛電	0.880150
威致	0.874477
宏洲	0.873606
大毅	0.873606
偉全	0.871698
台汽電	0.869888
立益	0.866667
鎰勝	0.866171
