stock	accuracy
工信	0.899628
聯邦銀	0.899628
鳳凰	0.899194
台一	0.898438
日馳	0.896947
大宇	0.896414
志聯	0.896296
幸福	0.896296
潤弘	0.896296
佳和	0.892720
全國電	0.892683
威健	0.892593
新建	0.892593
清惠	0.892193
程泰	0.891892
嘉威	0.890152
中再保	0.888476
勝一	0.888446
欣欣	0.887029
根基	0.885185
