stock	accuracy
富爾特	0.899628
東和	0.899628
天仁	0.899628
吉祥全	0.899628
炎洲	0.899628
福壽	0.899582
氣立	0.899254
大將	0.896861
聚鼎	0.895911
鑫永銓	0.895161
皇鼎	0.895131
茂順	0.894340
高興昌	0.892193
中再保	0.892193
國賓	0.892193
阿瘦	0.892193
萬洲	0.892193
本盟	0.891213
晟鈦	0.890476
大宇	0.890244
