stock	accuracy
鳳凰	0.893701
中福	0.893701
力銘	0.893162
東泥	0.891566
東華	0.891213
華榮	0.888031
信大	0.884170
欣高	0.883621
艾美特-KY	0.881041
達麗	0.877323
華經	0.877049
宏泰	0.876448
科風	0.874477
無敵	0.873362
聚亨	0.868914
茂矽	0.866171
宏亞	0.864754
互盛電	0.862454
台榮	0.855019
工信	0.851301
