stock	accuracy
華映	0.895397
柏承	0.894977
元富證	0.892193
全台	0.891892
新保	0.888031
皇鼎	0.884328
金寶	0.884170
互盛電	0.883459
華園	0.877451
利華	0.876866
高林股	0.872549
志聖	0.867521
慶豐富	0.866142
長興	0.865169
櫻花建	0.863014
宏泰	0.862454
聚亨	0.861940
聚碩	0.860262
統懋	0.858736
茂矽	0.858736
