stock	accuracy
翔耀	0.898833
建通	0.898678
裕豐	0.897059
新保	0.896296
中和	0.896296
科風	0.896296
聯德	0.895911
威致	0.895833
順天	0.895652
第一店	0.892593
華上	0.892593
大豐電	0.892593
永記	0.892377
佳大	0.890196
中福	0.889362
志聯	0.888889
中聯資源	0.888889
榮星	0.888889
隆大	0.888889
夆典	0.888889
