stock	accuracy
展宇	0.899598
光罩	0.892193
地球	0.891213
大東	0.873606
美吾華	0.865672
新紡	0.855422
宏亞	0.855422
台榮	0.832714
恆大	0.829060
名軒	0.825279
中化	0.821561
佳和	0.821429
正隆	0.814126
台紙	0.814126
偉全	0.811245
宏泰	0.807087
榮星	0.806950
愛之味	0.791822
大亞	0.790262
宏洲	0.789216
