stock	accuracy
千興	0.896296
中聯資源	0.896296
洋華	0.896296
佳和	0.896296
恆大	0.896296
燦坤	0.896296
遠雄港	0.892593
大東	0.892593
虹冠電	0.892593
興農	0.892593
華園	0.892593
吉祥全	0.892593
隴華	0.892593
弘裕	0.888889
全坤建	0.885185
太空梭	0.885185
力銘	0.881481
喬福	0.881481
毛寶	0.881481
中鋼構	0.877778
