stock	accuracy
友勁	-1.000000
柏承	-1.000000
亞翔	-1.000000
富爾特	-1.000000
榮成	-1.000000
海光	-1.000000
金橋	-1.000000
悠克	-1.000000
允強	-1.000000
佳大	-1.000000
新鋼	-1.000000
新光鋼	-1.000000
彰源	-1.000000
盛餘	-1.000000
威致	-1.000000
大成鋼	-1.000000
千興	-1.000000
達運	-1.000000
燁輝	-1.000000
聚亨	-1.000000
