stock	accuracy
佳和	0.899543
美亞	0.895911
寶徠	0.895911
偉聯	0.895911
東訊	0.890152
裕豐	0.884170
興航	0.882576
全坤建	0.877323
今皓	0.877049
聚亨	0.874016
立益	0.871212
威致	0.870813
匯僑	0.869888
高雄銀	0.866171
一詮	0.866171
建國	0.855422
華映	0.855019
全台	0.851301
正隆	0.847584
愛之味	0.847584
