stock	accuracy
華映	0.899628
台產	0.899254
皇鼎	0.897436
南緯	0.896552
大東	0.895911
翔耀	0.895911
昇陽	0.892704
泰山	0.892193
安泰銀	0.892193
幸福	0.884758
華上	0.884758
毛寶	0.881041
興航	0.878788
金橋	0.878543
光鼎	0.878431
凱撒衛	0.877323
夆典	0.877323
力銘	0.875000
超豐	0.869888
美吾華	0.866171
