stock	accuracy
宅配通	0.897638
增你強	0.895911
佳大	0.895197
隆大	0.892193
一零四	0.888889
高雄銀	0.888476
六福	0.888476
和益	0.884758
建國	0.881890
景岳	0.881890
建碁	0.877323
茂矽	0.877323
福壽	0.872146
美吾華	0.871212
宏泰	0.871212
映泰	0.870536
弘裕	0.869888
關貿	0.869888
萬企	0.869888
根基	0.869888
