stock	accuracy
幸福	0.896296
康那香	0.896296
台硝	0.892593
大東	0.892593
嘉裕	0.892593
興航	0.892593
安集	0.892593
悅城	0.892593
燁興	0.888889
程泰	0.888889
宏和	0.888889
立益	0.888889
統一證	0.888889
東明-KY	0.888889
敦吉	0.888889
聯德	0.885185
裕豐	0.885185
毛寶	0.885185
統懋	0.885185
亞弘電	0.885185
