stock	accuracy
台塑	0.150685
卜蜂	0.135593
集盛	0.126984
亞泥	0.106383
國喬	0.106061
南亞	0.097222
亞聚	0.094340
宏遠	0.092593
台聚	0.090909
東陽	0.089286
嘉泥	0.088235
台達化	0.085714
強盛	0.084746
得力	0.079365
中石化	0.079365
大洋	0.073529
勝悅-KY	0.068966
大成	0.068493
台苯	0.067797
遠東新	0.067568
