stock	accuracy
中視	0.897727
志信	0.888476
統領	0.881279
地球	0.881041
台中銀	0.877323
智寶	0.875598
夆典	0.873606
東和	0.869888
建碁	0.869888
中再保	0.866171
南緯	0.862454
台端	0.862454
毛寶	0.862454
南染	0.857741
康那香	0.855895
工信	0.855019
特力	0.854478
聚亨	0.854331
皇昌	0.853282
官田鋼	0.847584
