stock	accuracy
儒鴻	0.118812
台塑	0.114428
華夏	0.109005
台泥	0.103448
卜蜂	0.103286
力麗	0.103286
集盛	0.095000
國喬	0.087629
統一	0.086735
台苯	0.085714
大成	0.084158
強盛	0.078818
遠東新	0.078818
力鵬	0.076190
中石化	0.075377
東陽	0.072816
宏益	0.071770
新纖	0.070352
台聚	0.068783
南亞	0.067961
