stock	accuracy
厚生	0.899628
大將	0.897196
萬海	0.895911
揚博	0.892193
元富證	0.888476
台中銀	0.888476
華豐	0.887029
欣陸	0.884758
茂矽	0.884758
千興	0.881041
特力	0.877323
中再保	0.877323
幸福	0.877049
高雄銀	0.875502
工信	0.873606
美吾華	0.869888
四維航	0.869888
廣豐	0.869888
隆大	0.866171
利華	0.866171
