stock	accuracy
華園	0.895197
億泰	0.892193
大華	0.892193
佳大	0.888476
茂矽	0.888476
中再保	0.884758
金橋	0.884120
台南-KY	0.879518
幸福	0.877323
無敵	0.873606
大豐電	0.869888
宏泰	0.868726
三晃	0.866171
高林	0.863248
福壽	0.862454
官田鋼	0.855019
嘉威	0.855019
大魯閣	0.855019
嘉泥	0.855019
立德	0.855019
