stock	accuracy
連宇	0.899628
中視	0.897727
順天	0.897638
大台北	0.895397
互億	0.887850
世紀鋼	0.879518
精技	0.879245
特力	0.876448
興航	0.875000
全智科	0.873606
互盛電	0.873134
映泰	0.872587
潤泰材	0.871486
增你強	0.866171
鈞寶	0.866171
建碁	0.862454
百容	0.861925
新美齊	0.861004
工信	0.858268
迎廣	0.855019
