stock	accuracy
高雄銀	0.892193
冠軍	0.884758
建國	0.881041
中再保	0.880597
萬洲	0.873606
瑞利	0.873606
光麗-KY	0.872951
欣欣	0.864629
上曜	0.862205
宏泰	0.861244
高林	0.853282
東泥	0.852459
名軒	0.851301
三商電	0.850187
寶徠	0.847390
工信	0.843866
根基	0.843866
國化	0.841121
元富證	0.840149
合勤控	0.840149
