stock	accuracy
夆典	0.898113
新天地	0.897436
訊舟	0.884758
太空梭	0.883534
大東	0.881148
遠東銀	0.877953
炎洲	0.877323
瑞利	0.874016
合勤控	0.873606
日勝化	0.872951
三晃	0.872587
高雄銀	0.872180
興航	0.867424
華票	0.864865
榮星	0.864629
佳大	0.864151
全智科	0.862454
立德	0.861004
中福	0.860377
第一店	0.860377
