stock	accuracy
關貿	0.898496
首利	0.895911
新鋼	0.888476
三發地產	0.887218
中華化	0.886792
華紙	0.882812
聯邦銀	0.881041
上福	0.878431
科風	0.874477
吉祥全	0.872951
榮運	0.872587
中環	0.866171
佳大	0.865079
寶徠	0.863636
國票金	0.859848
遠雄港	0.859223
官田鋼	0.855019
幸福	0.855019
世紀鋼	0.854701
隴華	0.854331
