stock	accuracy
華票	0.899254
大山	0.893443
高雄銀	0.892308
大東	0.891892
正峰新	0.890688
和益	0.884758
康那香	0.884758
皇昌	0.880597
利奇	0.879845
南染	0.878788
欣陸	0.877323
勝德	0.877323
大毅	0.875000
第一店	0.869888
官田鋼	0.869403
互億	0.867424
全台	0.865672
中再保	0.865672
志信	0.862454
聯發	0.858736
