stock	accuracy
中視	0.899628
東泥	0.898876
大東	0.895197
國化	0.891213
利奇	0.888889
建通	0.888476
圓剛	0.883459
茂矽	0.881041
東和	0.877323
全漢	0.872180
一詮	0.870722
中電	0.869888
志信	0.868996
隆大	0.862454
夆典	0.862454
康那香	0.861244
海光	0.861004
統懋	0.861004
高林股	0.849057
嘉泥	0.847584
