stock	accuracy
正峰新	0.899628
興航	0.893939
增你強	0.888476
晟鈦	0.887029
華紙	0.884758
中視	0.881890
慶豐富	0.881041
首利	0.881041
龍邦	0.881041
茂矽	0.881041
麗正	0.881041
建國	0.878661
全國	0.877953
東訊	0.877323
順天	0.876068
華園	0.875940
寶徠	0.873606
倫飛	0.872587
官田鋼	0.866171
國揚	0.866171
