stock	accuracy
光麗-KY	0.899614
日勝化	0.889764
世紀鋼	0.887029
三晃	0.884758
台榮	0.884758
華映	0.884758
大統染	0.883929
虹光	0.880597
福壽	0.880342
南染	0.875598
艾美特-KY	0.873606
鴻名	0.873606
精技	0.873606
華上	0.873606
海悅	0.873134
嘉威	0.869888
冠軍	0.866171
東泥	0.866171
佳大	0.855019
志信	0.854478
