date,stock,forecast
2016-11-06 13:31:00.0,2498,92.66970555118844
2016-11-06 13:32:00.0,2498,92.64196578440514
2016-11-06 13:33:00.0,2498,92.61203166403939
2016-11-06 13:34:00.0,2498,92.58457122352097
2016-11-06 13:35:00.0,2498,92.55938004421613
2016-11-06 13:36:00.0,2498,92.536270600129
2016-11-06 13:37:00.0,2498,92.51507086193678
2016-11-06 13:38:00.0,2498,92.49562301638392
2016-11-06 13:39:00.0,2498,92.47778229150238
2016-11-06 13:40:00.0,2498,92.4614158789127
